angDist,GaiaDR3,TIC,ra,dec,Tmag,Gmag,OID,RAJ2000,DEJ2000,Name,V,Type,l_max,max,u_max,n_max,f_min,l_min,min,u_min,n_min,Epoch,u_Epoch,l_Period,Period,u_Period,Sp,n_OID
0.123942,5350814435144204032,458438308,160.07856919889,-57.86708818933,10.062,10.4323,4587843,160.07863,-57.8671,Gaia DR3 5350814435144204032,0,BCEP,,10.4,,G,,,10.46,,G,,,,0.234606,,B,
0.124125,5519210683933456384,81197067,122.91371985864748,-47.35180221844177,9.746,9.57899,3722835,122.91375,-47.35183,Gaia DR3 5519210683933456384,0,ACV|roAm|roAp|SXARI,,9.57,,G,,,9.6,,G,,,,,,B,
0.124281,6057890846653897472,383228890,183.9169198298476,-60.78389567323087,10.998,11.3078,4883687,183.91699,-60.7839,Gaia DR3 6057890846653897472,0,BCEP,,11.27,,G,,,11.33,,G,,,,,,B,
0.124333,5350301061972444416,458858080,161.30564300686927,-59.964931729739774,8.498,10.4623,56948,161.30571,-59.96494,NSV 18513,1,,,10.32,,V,,,10.56,,V,,,,,,B0.5:Vnn shell,B
0.124456,2027732164459898880,282737511,299.47449692471406,28.33087202471784,9.806,10.2046,7608740,299.47452,28.3309,Gaia DR3 2027732164459898880,0,DSCT|GDOR|SXPHE,,10.19,,G,,,10.23,,G,,,,0.31102,,B,
0.124781,5350376004884719232,458728948,160.87843100335718,-59.48995744392517,9.56,9.8522,135941,160.87849,-59.48994,V0725 Car,0,EA,,9.95,,V,,,10.16,,V,2452979.82,,,9.4109,,B0V(n),B
0.12494,5340501497118839424,303425964,164.10190082926994,-57.5513159798081,6.775,7.16085,6279,164.10196,-57.55133,V0526 Car,0,ACYG:,,7.38,,Hp,,,7.45,,Hp,,,,17.03,:,B0Ib,B
0.125278,5338194000183535872,465384125,163.31286682874423,-60.81476381123757,7.342,7.21685,43632,163.31293,-60.81478,NSV 5008,0,ACYG,,7.23,,V,,,7.31,,V,,,,,,B0.5Ib,B
0.126008,5351745755841719424,464730621,156.96470169175308,-57.33605664668504,9.018,9.29787,621729,156.96475,-57.33608,HD 90831,0,ELL,,9.39,,V,,,9.42,,V,2452680.68,,,2.10883,,B2III,B
0.126033,4316217488517639808,264515661,292.35962982954845,12.574061050503216,9.464,9.96804,9900306,292.35965,12.57409,Gaia DR3 4316217488517639808,0,BE|GCAS|SDOR|WR,,9.91,,G,,,10.04,,G,,,,,,B,
0.126433,2061664119757977344,43881045,303.0860765887981,38.00207650727872,9.243,9.35747,2225009,303.08609,38.00211,HD 228290,0,BCEP,,9.42,,V,,,9.45,,V,,,,0.140398,,B1II,
0.126714,5329568365796878464,270934336,132.08686327819,-46.91051516107,8.866,8.94949,37721,132.08691,-46.91053,OR Vel,0,GCAS,,8.79,,V,,,9.09,,V,,,,,,B2III/IVe,B
0.126842,5335328565457573120,304943076,178.42032021799574,-60.2669633939709,8.937,8.78543,225509,178.42039,-60.26697,HD 103320,0,BCEP,,8.82,,V,Y,,0.016,,V,,,,0.212214,,B2III,B
0.127095,2061246412730378880,12149905,304.4110404506246,38.11294343208605,10.838,11.1387,9953347,304.41107,38.11297,Gaia DR3 2061246412730378880,0,DSCT|GDOR|SXPHE,,11.11,,G,,,11.14,,G,,,,,,B,
0.127117,5835544375510084352,422192335,239.8488712614545,-58.72624463025188,6.893,6.97458,20321,239.84892,-58.72622,V0361 Nor,0,ACYG:,,7.1,,Hp,,,7.16,,Hp,,,,,,B1.5Ia,B
0.127216,5929845532075830784,170150046,252.7726973038561,-54.7317528178479,9.408,9.40764,413153,252.77272,-54.73172,ASAS J165105-5443.9,0,ESD|ED,,9.163,,Ic,Y,,0.156,,Ic,2452405.77,,,2.3709,,B2/3III,B
0.127469,3369124942879839232,438068992,95.7392753399,15.94346751883,10.419,10.7954,620227,95.73929,15.9435,EPIC 202061164,0,VAR,,10.9,,Kp,Y,,0.047,,Kp,,,,9.90151,,,B
0.127634,6071292518994796800,67417285,182.214685544641,-58.67037843435794,9.684,9.86516,4861591,182.21475,-58.67039,Gaia DR3 6071292518994796800,0,BCEP,,9.84,,G,,,9.88,,G,,,,,,O,
0.127652,5524138832481549824,29133583,132.63648417388,-42.55899631543,10.47,11.1234,3909715,132.63652,-42.55902,Gaia DR3 5524138832481549824,0,BE|GCAS|SDOR|WR,,11.11,,G,,,11.16,,G,,,,,,O,
0.12781,2003815312630659584,367691816,343.93723951653,56.47682634779,9.96,10.3729,225783,343.93726,56.47686,V0635 Lac,0,EA,,10.49,,V,,,10.92,:,V,2453969.3667,,,2.0217,,O5.5V(n)((fc))+B,B
0.127851,2079160064173143040,269267602,299.7924145149101,44.86243469919102,10.854,10.8416,612708,299.79242,44.86247,KID 8714886,0,VAR,,10.945,,Kp,Y,,0.01,,Kp,,,,1.525,,,B
0.128014,5338183692260642688,465555235,163.7974184623914,-60.85854286607495,8.641,9.75235,10535403,163.79749,-60.85855,Gaia DR3 5338183692260642688,0,BCEP,,9.74,,G,,,9.77,,G,,,,,,B,
0.128232,5337755466794994176,467448794,168.39882824117507,-60.29352794103054,9.8,10.1546,4687544,168.3989,-60.29353,Gaia DR3 5337755466794994176,0,BCEP,,10.12,,G,,,10.18,,G,,,,0.1853522,,B,
0.128969,5611705866972816000,109203845,113.04949570493332,-28.734331197461582,9.016,8.96578,3475367,113.04952,-28.73436,Gaia DR3 5611705866972816000,0,ACV|roAm|roAp|SXARI,,8.95,,G,,,8.98,,G,,,,,,B,
0.129329,409411366582583040,71980307,26.509125151612608,55.33191470596816,8.724,8.65657,53817,26.50917,55.33194,NSV 15382,1,VAR:,,8.18,,V,,,8.67,,V,,,,,,B1II,B
0.129561,5521857212722992640,140924364,128.76393918949,-46.12043775079,10.27,10.4815,3842211,128.76398,-46.12046,Gaia DR3 5521857212722992640,0,BE|GCAS|SDOR|WR,,10.42,,G,,,10.51,,G,,,,,,B,
0.129619,5969536909732171648,338739426,253.3125436103441,-41.37051500949637,9.515,9.36524,59231,253.3125,-41.3705,NSV 20796,0,EA,,9.39,,V,,,9.49,,V,2451932.95,,,1.424447,,B1V,B
0.12973,5337474266695412736,281643864,170.49479740237237,-61.02938211801907,9.592,9.65193,8203,170.49487,-61.02939,V0906 Cen,0,BCEP,,9.5,,V,Y,,0.069,,V,,,,0.207971,,B1.5III,B
0.129782,5351696891983058816,457346528,157.06555741251847,-57.69400742219934,9.546,9.67321,172653,157.06561,-57.69403,V0714 Car,0,EA,,9.68,,V,,,9.85,,V,2451958.636,,,2.0453,,B2,B
0.129796,5864930851028405504,314406170,202.6886288197604,-63.79850389449522,9.624,9.51222,96539,202.68871,-63.7985,ASAS J133045-6347.9,0,ED,,9.47,,V,Y,,0.38,,V,2451879.55,,,2.527596,,B5Vn:,B
0.129855,5882141609540583296,284265167,233.34621846561504,-58.649407876451,9.282,10.0183,58761,233.34625,-58.64944,NSV 20326,1,VAR:,,8.71,:,V,,,,,,,,,,,B0III,B
0.13037,458337130062712704,348023621,34.16340205236455,56.73779514968015,8.192,8.21981,25997,34.16342,56.73783,V0473 Per,0,BCEP:,,8.25,,V,,,8.27,,V,,,,,,O9.5I,B
0.130522,2060661846184974464,12019694,304.25009548375,37.42324941526,7.656,7.91839,51603,304.25012,37.42328,NSV 12979,0,VAR,,7.95,,V,,,8.02,,V,,,,,,WN5-6+OB,B
0.130589,2027938941367462144,11145365,297.9697977814023,27.417379555707697,10.779,11.2102,117163,297.96982,27.41741,V0493 Vul,0,EB,,11.3,,V,,,11.65,,V,2452736.7,,,1.2966,,B3IVn,B
0.131115,5351448127473759872,457975502,158.87515622648337,-58.20225711685458,9.489,9.4858,6154,158.87521,-58.20228,V0401 Car,0,BCEP,,,,,Y,,0.03,,B,,,,0.168833,,B1.5III,B
0.131302,5351845639602412160,464713649,157.025549940071,-57.02971425070564,9.633,10.0474,431956,157.0256,-57.02969,GDS_J1028061-570146,0,VAR,,10.04,,r,Y,,0.14,,r,,,,,,B2,B
0.131397,458407670603899648,348607604,35.53570352714599,57.12454836175567,8.906,9.08129,26119,35.53567,57.12458,V0595 Per,0,BCEP,,9.08,,V,Y,,0.03,,V,,,,,,B1.5I,B
0.131935,5334591003669216000,305108041,178.38968054373,-62.85219535825,9.134,9.74635,7377,178.38976,-62.85219,BB Cen,0,DCEPS,,9.86,,V,,,10.28,,V,2452659.67,,,3.99782,,F5,B
0.132595,5336162721186272512,451444491,171.6537198146534,-59.437100891852175,8.338,8.22011,273247,171.65379,-59.43711,ASAS J112637-5926.2,0,VAR,,8.3,,Ic,Y,,0.039,,Ic,,,,,,O7.5V((f)),B
0.133253,5323407046223736960,402016727,136.30802301504,-53.21244594999,8.656,8.6239,37644,136.30807,-53.21247,IK Vel,0,EB/DM,,8.5,,V,,,8.95,,V,,,,1.992321,,B5,B
0.133358,5351124463064719488,458833387,161.0417464766427,-57.968214602455205,9.921,10.2152,4599836,161.04181,-57.96823,Gaia DR3 5351124463064719488,0,BCEP,,10.2,,G,,,10.24,,G,,,,,,B,
0.133889,2061190956100233088,13332837,305.39635765598,38.61325271467,9.413,9.7324,7721730,305.39639,38.61328,Gaia DR3 2061190956100233088,0,BCEP,,9.72,,G,,,9.76,,G,,,,0.1454654,,B,
0.133921,2935836306920185600,95513457,107.38900158765146,-16.234504865377836,5.995,5.9974,5459,107.38904,-16.2345,OS CMa,0,ACYG,,6.02,,V,,,6.08,,V,,,,2.69,,B1Ib/II,B
0.134105,2167421921291709568,195979113,310.76093177081,47.55051276788,9.631,10.3228,629103,310.76093,47.55055,WISE J204302.6+473301,0,MISC,,8.043,,W1,Y,,0.16,,W1,,,,3.7498657,,,B
0.134247,5522118243650501504,430585469,131.1391648743329,-45.68796007803021,10.248,10.3908,3884449,131.13921,-45.68798,Gaia DR3 5522118243650501504,0,BCEP,,10.37,,G,,,10.4,,G,,,,,,B,
0.134268,5964740324591287424,247315421,253.7404485090944,-43.94089113908657,9.48,9.97464,136747,253.74042,-43.94086,V1216 Sco,0,EA,,10.09,,V,,,10.52,,V,2452481.518,,,3.9207,,B0.5V,B
0.134284,5350383460949215232,458860659,161.18755218207215,-59.56517546750966,5.343,7.26146,56944,161.18762,-59.56519,NSV 18509,1,,,7.37,,V,,,,,,,,,,,O4IV(fc),B
0.134287,5877039944283891840,41153477,228.00333984128,-58.64311028416,9.461,11.5274,462185,228.0034,-58.64309,GDS_J1512008-583835,0,VAR,,11.62,,r,Y,,0.19,,r,,,,,,,B
0.134496,5351340066096588672,458604640,160.48231730658,-56.7143954421,9.559,9.47859,4592973,160.48238,-56.71441,Gaia DR3 5351340066096588672,0,BCEP,,9.46,,G,,,9.5,,G,,,,,,B,
0.134756,6052861302518555136,297348512,180.05183923672334,-66.07796683023732,9.001,8.82481,225513,180.05193,-66.07796,HD 104257,0,BCEP,,8.85,,V,Y,,0.041,,V,,,,0.1455969,,B1/2II/III,B
0.134943,1824987271192526592,391082033,297.22366044828385,19.96854251826094,11.1,11.3065,1543873,297.22366,19.96858,PMAK V58,0,BCEP,,11.4,,V,,,11.46,,V,2457889.697,,,0.106423,,B1V,
0.134951,4510925780739110272,235781277,282.61552742654,15.94015451666,9.942,10.6148,14880,282.61554,15.94019,AP Her,0,CWA,,10.37,,V,,,11.14,,V,2455124.8,,,10.411,,F2Ib-II-G0,B
0.135382,5337234023440707712,467409163,168.37284306571192,-61.26414320876059,10.013,9.98698,621645,168.37292,-61.26415,HD 306205,0,GCAS,,9.87,,V,,,10.15,,V,,,,,,B1.5Vne,B
0.135635,4252558380933360000,7880765,279.765737011085,-7.859863697877355,8.712,9.17887,34558,279.76572,-7.85983,V0442 Sct,0,ACYG,,9.42,,V,,,9.45,,V,,,,,,O6.5I(n)fp,B
0.135926,1998053184500550016,444325059,358.40224117221953,56.819897399504654,8.143,8.15205,305877,358.40231,56.8199,HIP 117810,0,VAR,,8.23,,V,Y,,0.014,,V,,,,1.64347,,B1.5V,B
0.13598,2030334674134046336,87926550,299.16419671778533,29.99140806059988,9.884,10.0133,12276,299.16422,29.99144,V1356 Cyg,0,EB/DM,,10.1,,pg,,,10.5,,pg,2440371.4095,,,1.95669202,,B0V,B
0.136079,5342908873501621504,451669331,172.27392902946,-56.64424253658,8.403,8.26053,4733586,172.27399,-56.64426,Gaia DR3 5342908873501621504,0,BCEP,,8.24,,G,,,8.28,,G,,,,,,B,
0.136338,1869422453048750336,230673581,312.06928013843,34.45671306255,10.919,11.0325,12773,312.06927,34.45675,V1853 Cyg,0,ACYG,,10.89,,V,,,11.32,,V,,,,,,B1.5Ia/Iabe,B
0.136375,2060868863612308736,11698190,304.1217360747542,37.9225331883876,9.016,9.17498,7700163,304.12177,37.92256,Gaia DR3 2060868863612308736,0,BCEP,,9.15,,G,,,9.21,,G,,,,0.0221106,,B,
0.136855,2061434532287382144,13791066,305.6643353252275,39.59498295853347,8.998,9.86734,7726189,305.66437,39.59501,Gaia DR3 2061434532287382144,0,BE|GCAS|SDOR|WR,,9.66,,G,,,10.21,,G,,,,,,B,
0.137056,5852965823630941696,336932754,215.1035008428412,-63.89072535795767,11.126,11.2831,5314336,215.10358,-63.89071,Gaia DR3 5852965823630941696,0,BCEP,,11.26,,G,,,11.33,,G,,,,,,B,
0.137366,3355398399202605696,307242697,98.64705365789,13.07908175818,10.669,11.344,14374,98.64708,13.07911,BB Gem,0,DCEP,,10.75,,V,,,11.88,,V,2441839.695,,,2.308207,,,B
0.137399,5351483625409286528,457670388,157.94620692009428,-58.24486117039183,9.818,9.89765,4560180,157.94627,-58.24488,Gaia DR3 5351483625409286528,0,BCEP,,9.88,,G,,,9.91,,G,,,,,,B,
0.137436,5872314586913683456,209532366,210.7037279079135,-56.00413387689927,8.691,8.95673,58461,210.70375,-56.00417,NSV 20026,1,VAR:,,9.08,,V,,,,,,,,,,,B0.5Ia,B
0.137496,5372095688833746688,93323536,174.95969765205,-47.96423483078,9.201,9.74551,7717,174.95975,-47.96425,V0420 Cen,0,CWA,,9.37,,V,,,10.6,,V,2452805.6,,,24.55,,,B
0.138114,1976314018558878720,384533802,328.1992168968849,48.02243388575342,9.574,9.58942,64217,328.19919,48.0224,NSV 25782,0,VAR,,9.63,,V,Y,,0.031,,V,,,,0.19372,,B1.5V,B
0.138324,2059011376158159488,89761288,301.54143377108875,35.385975424420394,7.618,7.92438,11368,301.54147,35.386,V0448 Cyg,0,EB/SD,,7.9,,V,,,8.72,,V,2416361.107,,,6.5197162,,O9.5e+B1Ib-II,B
0.138444,5338567593627381504,304887548,165.49131370445275,-59.3778416004467,9.052,9.00008,43686,165.49138,-59.37786,NSV 5062,1,,,9.06,,V,,,,,,,,,,,B1Ib,B
0.13876,4265371574109405824,328898847,284.35110648722,-0.73023904598,9.701,10.5722,1632,284.35114,-0.73022,V0493 Aql,0,DCEP,,10.65,,V,,,11.32,,V,2435653.117,,,2.987715,,,B
0.139419,4253593536833282048,186913809,281.02500145265,-5.37920404156,10.208,10.5806,2388646,281.02502,-5.37917,Gaia23ddj,0,GCAS,,10.34,,G,,,10.65,,G,,,,,,,
0.139456,5542141484270194048,184102455,126.80044069042307,-36.65380921505534,8.608,8.70568,3805686,126.80047,-36.65384,Gaia DR3 5542141484270194048,0,BCEP,,8.69,,G,,,8.73,,G,,,,,,B,
0.139872,6056396472909672320,435102199,192.61678586422448,-60.663562989989614,9.289,9.18425,44602,192.61681,-60.6636,ET Cru,0,EA,,9.01,,V,,,9.37,,V,2452454.515,,,2.04388,,B2/B3III,B
0.140724,4105606929565707136,350382446,282.8965178231818,-12.920448339083489,9.406,9.52226,10861100,282.89651,-12.92041,Gaia DR3 4105606929565707136,0,ACV|roAm|roAp|SXARI,,9.52,,G,,,9.54,,G,,,,,,B,
0.140743,458455185816111872,348607847,35.51901914905875,57.17746230784113,10.277,10.5045,39424,35.519,57.1775,NSV 800,0,GCAS:,,10.38,,V,Y,,0.04,,V,,,,,,B2Vn(e),B
0.140963,5337669189536576000,467065657,167.67514076568875,-60.38447022695087,6.894,7.02017,57122,167.67522,-60.38447,NSV 18687,2,CST,,7.12,,V,,,,,,,,,,,O5.5III(f),B
0.141059,5351075225572431488,459133606,161.82943025744817,-57.32540915282117,6.806,6.88679,6293,161.8295,-57.32542,V0540 Car,0,ACYG,,6.98,,Hp,,,7.04,,Hp,,,,1.83009,,B0.5Ib,B
0.141155,5355476845487364096,464185342,155.71584113267306,-54.58845066396145,9.354,9.35251,4530468,155.7159,-54.58847,Gaia DR3 5355476845487364096,0,BCEP,,9.34,,G,,,9.38,,G,,,,,,B,
0.141262,5309093878735658496,280835427,144.46200688568814,-53.680328069985485,9.335,9.20132,89829,144.46207,-53.68034,ASAS J093751-5340.9,0,GCAS,,9.08,,V,,,9.34,,V,,,,,,B1.5Ve,B
0.141621,5339315948718455552,450359616,168.72758492779,-59.17487500579,8.777,8.72931,411587,168.72762,-59.17491,ASAS J111455-5910.5,0,MISC,,8.588,,Ic,Y,,0.059,,Ic,2452794.2,,,153.4,,B0.5IVn,B
0.142525,5337696711689614080,466876125,167.2941245230386,-60.32174743670239,8.753,8.95372,43733,167.29417,-60.32178,NSV 5109,1,,,8.77,,V,,,9.02,,V,,,,,,O9.5III,B
0.1428,2031093573331489920,105411116,300.87552494139385,32.271586466197725,8.658,8.58233,7637852,300.87555,32.27162,Gaia DR3 2031093573331489920,0,ACV|roAm|roAp|SXARI,,8.57,,G,,,8.6,,G,,,,,,B,
0.14335,5338243306413066368,465214833,162.89306072949,-60.79925894074,9.325,9.44378,356617,162.89313,-60.79928,V0914 Car,0,HB,,9.47,,V,,,9.61,,V,2453015.64,,,51.183,,B8,B
0.143921,5884607985911748224,80724706,237.7783239383998,-55.05555381418196,5.878,5.72388,20320,237.77838,-55.05553,V0360 Nor,0,ACYG:,,5.77,,Hp,,,5.79,,Hp,2448500.22,,,1.46667,,B2II,B
0.144016,5310188511286655872,385626507,138.46398633717,-55.53963395447,8.215,8.29379,88951,138.46404,-55.53966,ASAS J091351-5532.4,0,GCAS,,8.06,,V,,,8.46,,V,,,,,,B2IVne,B
0.14478,5351703184123939712,464570269,156.50072742423671,-57.82691748014078,9.29,9.25019,6256,156.50079,-57.82694,V0503 Car,0,GCAS,,9.1,,V,,,9.36,,V,,,,,,B1.5III(e),B
0.145386,6057943520139661184,450463355,186.29704582079,-61.34817134005,9.152,9.81155,94948,186.29713,-61.34817,ASAS J122511-6120.9,0,DCEPS,,9.96,,V,Y,,0.29,,V,2451876.26,,,2.305935,,,B
0.145406,5620657678322625920,191450569,135.5285587975077,-40.55465296117549,6.493,6.7239,37614,135.52858,-40.55469,GP Vel,0,HMXB/XP+E,,6.76,,V,,,6.99,,V,2452974.227,,,8.964357,,B0.5Iaeq,B
0.145672,5255031579201240064,463746881,154.74264375078636,-59.76784721547468,8.908,8.7959,4517133,154.74272,-59.76786,Gaia DR3 5255031579201240064,0,BCEP,,8.77,,G,,,8.81,,G,,,,,,B,
0.145876,413708880802923904,331384932,17.72998266129,58.0989605283,10.295,10.4803,144259,17.73,58.099,V1066 Cas,0,EA,,10.81,,R1,,,11.06,,R1,2454003.5149,,,8.46505,,,B
0.146167,1995526747297893504,252737692,347.7789347018476,53.05821235229827,7.216,7.16957,64465,347.77896,53.05825,NSV 26030,0,ACYG,,7.19,,V,,,7.24,,V,,,,,,O9.5Iabe,B
0.14652,5966523938614083712,339563367,253.489960876223,-41.6449175766176,9.829,9.79491,59237,253.49001,-41.6449,V1293 Sco,0,EA,,9.77,,V,,,10.19,,V,2453478.825,,,1.317716,,B0V,B
0.146549,2008847433749379456,314833456,346.78655148609,56.00586545363,10.098,10.1526,64457,346.78659,56.0059,NSV 26022,0,VAR,,10.21,,V,Y,,0.039,,V,,,,0.23982,,B1IIIp,B
0.147035,5351197477513292032,458440560,160.00235993328,-57.54976403951,9.565,9.69685,621637,160.00243,-57.54978,HD 303142,0,GCAS+LERI,,9.53,,V,,,9.94,,V,,,,0.483815,,OBe,B
0.147465,5356260488037199744,462236255,150.75571871415556,-54.55841962906082,9.12,9.05823,683734,150.75578,-54.55844,HIP 49234,0,SPB:,,9.1,,V,,,9.12,,V,2452031.47,,,0.66091,,B1IVn,B
0.147971,4104201586232296960,413228784,276.41211166869,-14.75160741498,9.284,10.0161,62870,276.41208,-14.75158,NSV 24435,1,VAR:,,10.54,,V,,,,,,,,,,,O5.5V(n)((f)),B
0.148159,5351448441035539328,458076693,159.0065737483128,-58.25264812418845,8.891,8.91123,6133,159.00664,-58.25267,V0380 Car,0,BCEP,,8.95,,V,Y,,0.02,,V,,,,0.2274,,B0.5III,B
0.148662,5337323942884536192,466699874,166.74971082121456,-60.56437617504857,9.737,9.83621,4667537,166.74979,-60.56439,Gaia DR3 5337323942884536192,0,BCEP,,9.78,,G,,,9.86,,G,,,,,,B,
0.149103,5254408151786430336,460724949,158.70619738270744,-60.18722468251896,8.729,8.49328,4570199,158.70628,-60.18723,Gaia DR3 5254408151786430336,0,BCEP,,8.47,,G,,,8.51,,G,,,,,,B,
0.149438,5526142486265730176,139600098,126.65895649231972,-43.408573090720594,7.884,7.8205,56329,126.659,-43.4086,NSV 17894,0,VAR,,7.79,,V,Y,,0.019,,V,,,,1.05876,,B0V,B
0.14976,5822199877698012160,360548003,240.6855566103927,-66.55868054600965,9.536,9.36586,46008,240.68558,-66.55864,NSV 7384,1,,,9.3,,V,,,,,,,,,,,B2V,B
0.150005,5350374527415612032,458706682,160.6338791209409,-59.591757768451416,8.784,8.92658,135946,160.63396,-59.59175,V0722 Car,0,GCAS,,8.84,,V,,,9.01,,V,,,,,,B2/3II,B
0.15084,5351448818992396032,458076250,158.92496401738717,-58.19286662971631,6.638,6.64941,6266,158.92503,-58.19289,V0513 Car,0,ACYG,,6.68,,V,,,6.75,,V,2448505.32,,,6.445,,B0.5Ib,B
0.151183,5351695521903089920,457345960,157.20634540260812,-57.76601656602853,9.484,9.58971,225471,157.20642,-57.76603,HD 90987,0,BCEP,,9.64,,V,Y,,0.079,,V,,,,0.2126401,,B1/2III/IVp,B
0.151766,5350697989986480896,458076434,159.03466004877737,-58.21786200091148,9.119,8.98855,6134,159.03474,-58.21786,V0381 Car,0,EA+BCEP,,9.04,,V,,,9.06,,V,2454914.667,,,8.32472,,B1III,B
0.151875,3369171397246213760,438114587,95.89423018841,16.35757252272,8.959,9.24127,698793,95.89421,16.35761,EPIC 202093824,0,VAR,,9.4,,Kp,Y,,0.002,,Kp,,,,9.901506,,,
0.152428,5523256203825403392,141628857,129.94061197026,-43.86085351062,8.934,9.6862,37485,129.94067,-43.86086,AP Vel,0,DCEP(B),,9.49,,V,,,10.48,,V,2434900.805,,,3.12776,,F9,B
0.152793,5983259364592718080,215441122,242.3174431732057,-49.60603889978748,8.302,9.75112,46093,242.3175,-49.60606,NSV 7469,1,,,9.97,,V,,,10.07,,V,,,,,,O9,B
0.152801,2059383668236814720,102604645,299.59029482904185,35.201578765113695,7.911,8.52263,12277,299.59033,35.20161,V1357 Cyg,0,HMXB/BHXB+ELL,,8.72,,V,,,8.93,,V,2441561.22,,,5.599824,,O9.7Iab+BH,B
0.153126,2060025435110032896,42244951,302.1906965453973,37.23701755414221,8.483,8.50641,13027,302.1907,37.23706,V2107 Cyg,0,EB,,8.51,,V,,,8.7,,V,2448502.442,,,4.2846028,,B0IV,B
0.153663,5351428787262634624,457801419,158.29513571606,-58.49862224191,7.568,8.01505,5761,158.29521,-58.49864,Y Car,0,DCEP(B),,7.53,,V,,,8.48,,V,2441041.39,,,3.63976,,F3,B
0.153805,5351447135365047296,457975034,158.8844453595888,-58.25616414038016,9.92,9.94129,6155,158.88451,-58.25619,V0402 Car,0,GCAS,,9.91,,V,,,9.97,:,V,,,,,,B0.5/1.5ne,B
0.153991,5966550391303432576,339573009,253.6491522770228,-41.42302343456526,7.945,7.94215,59262,253.6492,-41.423,V1295 Sco,0,EA/KE,,7.96,,V,,,8.19,,V,2452439.649,,,2.15767,,09.5IV,B
0.154485,5357415284475353344,220360314,155.0488677022477,-52.60169114543808,7.075,7.12498,37758,155.04892,-52.60172,V0342 Vel,0,ACYG:,,7.16,,V,,,7.25,,V,,,,,,B0.5Iab,B
0.155074,429613144702666880,83624907,3.35618628477,61.21099482829,9.452,9.88239,629149,3.35627,61.21101,WISE J001325.5+611239,0,VAR,,8.334,,W1,Y,,0.314,,W1,,,,1.93684,,,B
0.155557,5309355150182034560,432646856,146.73820755237,-52.92881878527224,9.917,10.2294,429886,146.73827,-52.92884,GDS_J0946571-525543,0,VAR,,10.28,,r,Y,,0.2,,r,,,,,,Be,B
0.156017,2010387780817793792,315291647,347.51326073216,58.14176870038,10.015,10.267,225787,347.51334,58.14178,V1288 Cas,0,EB,,10.27,,V,,,10.57,,V,2453763.1978,,,1.51853,,OB-,B
0.156156,5351682362128974592,457739634,158.10251188126583,-56.739317959202914,8.937,9.265,547999,158.10258,-56.73934,GDS_J1032246-564421,0,ELL,,9.28,,V,,,9.36,,V,2451962.74,,,3.3977,,B3IIIe,B
0.156219,427596571655576960,421381021,11.60504667384,61.6530526913,10.466,10.9143,360164,11.605,61.65309,V1306 Cas,0,GCAS,,10.7,,CV,,,11.1,,CV,,,,,,em,B
0.157093,5305395533941193600,440840781,144.86504680068523,-59.31423992931174,9.817,9.76395,43202,144.86513,-59.31425,NSV 4578,2,,,9.6,,pg,,,,,,,,,,,B2/3Ib/II,B
0.157623,5251872888446481152,460500497,157.96073402486704,-63.940467181702665,7.283,7.40915,305410,157.9608,-63.9405,HIP 51554,0,VAR,,7.49,,V,Y,,0.011,,V,,,,3.3129,,O9.5Iab-Ib,B
0.15763,5489301631189129088,267894096,115.370481656567,-53.19472716093081,8.292,8.19355,56000,115.37053,-53.19476,NSV 17565,0,GCAS,,8.06,,V,,,8.27,,V,,,,,,B2III,B
0.15769,5237207155697930496,317642317,172.79544384537,-65.742254074,8.572,8.53025,19704,172.79555,-65.74225,TU Mus,0,EB/KE,,8.22,,V,,,8.77,,V,2448500.3066,,,1.38728653,,O8.5Vn+O8,B
0.158009,2061089113838868480,12675729,304.9114279316515,38.33586105886695,8.191,8.5284,11398,304.91147,38.33589,V0478 Cyg,0,EA/DM,,8.63,,V,,,9.04,,V,2441602.724,,,2.8808994,,O9.5Vp+B0V,B
0.162009,5893146793226032256,413530267,222.77255654672,-55.91662818853,9.781,10.1033,9481,222.77263,-55.91661,BD Cir,0,EA/KE:,,10.2,,V,,,11.0,,V,2451977.75,,,6.791,,,B
0.16366,5337681696482836736,466880435,167.3281936935553,-60.71189314514413,9.406,9.72462,433894,167.32828,-60.71191,GDS_J1109187-604242,0,VAR,,9.76,,r,Y,,0.12,,r,,,,,,B1,B
0.163754,5309174967720762496,280287051,144.21440532679,-53.03277856562,8.904,9.80306,37475,144.21446,-53.03281,AE Vel,0,DCEP,,9.88,,V,,,10.73,,V,2440772.2,,,7.13357,,,B
0.163929,5309691600740573056,281177560,144.9631853658963,-52.15586535809205,10.316,10.7867,429580,144.9632,-52.15591,GDS_J0939511-520921,0,VAR,,10.83,,r,Y,,0.29,,r,,,,,,B0/2,B
0.164619,6063422627078831744,253951250,199.00890739593447,-56.83439699478531,8.738,8.72166,5082437,199.00899,-56.83439,Gaia DR3 6063422627078831744,0,DSCT|GDOR|SXPHE,,8.67,,G,,,8.77,,G,,,,3.3144,,B,
0.164958,5335257273307351040,307100246,179.6606407072027,-60.65496842097254,9.342,9.40835,411712,179.66068,-60.65501,ASAS J115839-6039.3,0,MISC,,8.996,,Ic,Y,,0.252,,Ic,2452709.0,,,80.98,,em,B
0.165353,6092038722835059072,332460747,215.6612670285136,-48.31987887437353,6.278,6.08284,17817,215.66133,-48.31986,HX Lup,0,ELL,,6.09,,V,Y,,0.06,,V,2448503.006,,,3.08809,,B1III,B
